task_id,WL,Retention,PEC,num_points
33,1,4,0,33
34,1,4,1000,35
107,3,4,8000,36
117,3,5,7000,38
166,5,4,1000,36
279,8,5,4000,36
281,8,5,6000,35
363,11,4,0,31
389,11,6,4000,32
423,12,6,5000,32
621,18,6,5000,29
642,19,5,4000,35
694,21,4,1000,28
695,21,4,2000,33
782,23,6,1000,26
881,26,6,1000,30
990,30,4,0,33
997,30,4,7000,31
1035,31,5,1000,33
1054,31,6,9000,34
1056,32,4,0,29
1070,32,5,3000,34
1107,33,5,7000,34
1168,35,5,2000,32
1224,37,4,3000,33
1273,38,5,8000,36
1296,39,4,9000,34
1389,42,4,3000,37
1442,43,6,1000,28
1467,44,5,4000,36
1576,47,6,3000,33
1632,49,5,4000,37
1736,52,5,9000,37
1867,56,5,8000,38
2061,62,5,4000,32
2192,66,5,3000,32
2237,67,6,4000,34
2276,68,6,10000,35
2296,69,5,8000,35
2319,70,4,9000,32
2345,71,4,2000,37
2388,72,5,1000,31
2424,73,5,4000,29
2508,76,4,0,30
2546,77,4,5000,30
2573,77,6,10000,37
2692,81,5,8000,33
2711,82,4,5000,31
2720,82,5,3000,33
2747,83,4,8000,35
2857,86,5,8000,34
2858,86,5,9000,35
3158,95,6,1000,26
3159,95,6,2000,32
3236,98,4,2000,30
3266,98,6,10000,33
3331,100,6,9000,30
3332,100,6,10000,33
3337,101,4,4000,37
3474,105,4,9000,35
3485,105,5,9000,36
3492,105,6,5000,29
3500,106,4,2000,35
3514,106,5,5000,32
3519,106,5,10000,35
3566,108,4,2000,31
3751,113,6,0,26
3772,114,4,10000,35
3805,115,4,10000,33
3828,116,4,0,28
3858,116,6,8000,33
3919,118,6,3000,28
4048,122,6,0,27
4188,126,6,8000,34
4189,126,6,9000,28
4193,127,4,2000,32
4225,128,4,1000,30
4448,134,6,4000,29
4461,135,4,6000,36
4524,137,4,3000,31
4565,138,5,0,33
4607,139,5,9000,38
4647,140,6,5000,31
4717,142,6,9000,31
4776,144,6,2000,32
4792,145,4,7000,37
4826,146,4,8000,30
4849,146,6,9000,39
4869,147,5,7000,42
4877,147,6,4000,29
4929,149,5,1000,33
4949,149,6,10000,35
5043,152,6,5000,33
5101,154,5,8000,37
5112,154,6,8000,30
5144,155,6,7000,30
5316,161,4,3000,33
5381,163,4,2000,31
5384,163,4,5000,28
5414,164,4,2000,30
5534,167,6,1000,28
5617,170,4,7000,37
5658,171,5,4000,31
5694,172,5,7000,32
5816,176,4,8000,31
5841,177,4,0,33
5843,177,4,2000,30
5858,177,5,6000,33
5887,178,5,2000,30
6248,189,5,0,30
6299,190,6,7000,27
6359,192,6,1000,27
6407,194,4,5000,29
6425,194,6,1000,28
6466,195,6,9000,31
6743,204,5,0,28
6752,204,5,9000,35
6762,204,6,8000,31
6839,207,4,8000,29
6878,208,5,3000,31
6970,211,4,7000,31
6983,211,5,9000,31
6987,211,6,2000,30
7035,213,4,6000,35
7063,214,4,1000,27
7090,214,6,6000,28
7141,216,5,2000,31
7214,218,5,9000,35
7257,219,6,8000,29
7309,221,5,5000,36
7333,222,4,7000,33
7411,224,5,8000,35
7422,224,6,8000,29
7439,225,5,3000,31
7451,225,6,4000,30
7578,229,5,10000,36
7764,235,4,9000,35
7785,235,6,8000,30
7869,238,5,4000,32
7884,238,6,8000,30
7923,240,4,3000,29
7931,240,5,0,30
7948,240,6,6000,30
7971,241,5,7000,32
8015,242,6,7000,32
8259,250,4,9000,32
8325,252,4,9000,34
8330,252,5,3000,31
8407,254,6,3000,27
8441,255,6,4000,30
