task_id,WL,Retention,PEC,num_points,init_mode,seed_offset,best_epoch,best_monitor_loss,final_train_loss,train_mse,train_rmse,train_mae,train_r2,train_points,val_mse,val_rmse,val_mae,val_r2,val_points,test_mse,test_rmse,test_mae,test_r2,test_points
168,5,4,3000,20,generated,0,10,0.08183547109365463,0.0013390156673267484,44668.546875,211.34934997558594,141.4357452392578,0.9708829355600935,12,88314.7578125,297.177978515625,165.34408569335938,0.7527280069384927,4,157192.328125,396.4748840332031,241.0130615234375,0.8236112848434387,4
369,11,4,6000,20,generated,0,14,0.054215386509895325,0.00044120335951447487,7989.994140625,89.38676452636719,54.801509857177734,0.9941733625843412,12,12371.8125,111.22865295410156,78.69786834716797,0.9690252780833707,4,3235.85791015625,56.88460159301758,31.89496612548828,0.9965974306619008,4
1896,57,5,4000,21,generated,0,59,0.002271994249895215,0.0007167817675508559,1332.573486328125,36.504432678222656,20.92285919189453,0.998924272867901,13,3586.7841796875,59.889766693115234,42.65496826171875,0.9974053175929142,4,8065.67236328125,89.80908966064453,51.38484573364258,0.9885237469313551,4
2226,67,5,4000,21,generated,0,15,0.0016076986212283373,0.0003400284913368523,4864.3828125,69.74512481689453,34.69242858886719,0.9957465389054886,13,6180.12451171875,78.61376953125,51.95315933227539,0.9955047169716428,4,3499.489501953125,59.1564826965332,40.14973831176758,0.9951596354855606,4
2312,70,4,2000,19,scratch,1,69,0.0005385159747675061,0.00013076110917609185,677.2542724609375,26.02410888671875,14.297467231750488,0.9995526253161527,11,1003.09716796875,31.671709060668945,19.954299926757812,0.9992151207971711,4,7702.76904296875,87.76541900634766,49.726341247558594,0.9856229335276665,4
2332,70,6,0,19,generated,0,25,0.025543617084622383,0.0005410390440374613,4015.40234375,63.36720275878906,33.652400970458984,0.9975090407670424,11,5385.2451171875,73.38423156738281,53.95533752441406,0.9960754648180766,4,499.45574951171875,22.348506927490234,16.28127098083496,0.9991428014337481,4
3208,97,4,7000,22,generated,0,111,0.06459908187389374,0.0012034690007567406,2869.41796875,53.56694793701172,31.907482147216797,0.9978238286090663,14,2352.458740234375,48.50215148925781,25.99239158630371,0.9977168781783139,4,2038.85791015625,45.15371322631836,24.04798698425293,0.9959213375980248,4
3383,102,5,6000,21,generated,0,18,0.016492538154125214,0.014752930030226707,19584.033203125,139.94296264648438,82.40459442138672,0.9833927516133332,13,32226.017578125,179.5160675048828,120.64513397216797,0.9734161361746229,4,25492.80078125,159.66465759277344,85.4596939086914,0.96035495003321,4
3547,107,5,5000,20,scratch,1,14,0.07986120134592056,0.0005523384315893054,58177.765625,241.20066833496094,141.97779846191406,0.9573693400917984,12,32729.544921875,180.9130859375,128.49392700195312,0.9219156881114509,4,53512.9609375,231.3286895751953,157.91847229003906,0.9388829551001229,4
3810,115,5,4000,20,generated,0,15,0.023443736135959625,0.0017258251318708062,32078.802734375,179.10556030273438,109.18179321289062,0.977133072364224,12,15731.3046875,125.42449951171875,78.2115707397461,0.9617925359180358,4,30840.359375,175.61422729492188,124.72872924804688,0.9695974852486215,4
3918,118,6,2000,19,generated,0,25,0.001526646432466805,0.004235200118273497,11179.5595703125,105.73343658447266,67.64279174804688,0.9927159015919781,11,4392.853515625,66.27860260009766,38.213294982910156,0.9964531046773489,4,1498.4873046875,38.71030044555664,27.357715606689453,0.9973602108107079,4
4259,129,4,2000,19,generated,0,29,0.00018332363106310368,0.0011218503350391984,2656.04150390625,51.53679656982422,32.14614486694336,0.9980964418468379,11,476.8149108886719,21.836091995239258,15.206832885742188,0.9996496195260856,4,2181.715576171875,46.708839416503906,29.33953285217285,0.996462920387053,4
4867,147,5,5000,19,generated,0,71,0.011696661822497845,0.0004230131162330508,1583.7489013671875,39.79634094238281,25.80571174621582,0.9988098694887282,11,1608.4298095703125,40.1052360534668,30.3770751953125,0.9986163448025962,4,2922.51806640625,54.06031799316406,38.23687744140625,0.9953515004527487,4
4954,150,4,4000,20,scratch,1,38,0.0042801243253052235,0.000698029762133956,840.284423828125,28.987659454345703,18.176315307617188,0.9994019712036063,12,1141.02685546875,33.779090881347656,24.08444595336914,0.9979424835694303,4,45.575923919677734,6.7509942054748535,4.583263397216797,0.9999627851412748,4
5400,163,5,10000,21,scratch,1,25,0.0046424404717981815,0.0006722850375808775,5890.39501953125,76.74890899658203,42.422691345214844,0.9938528280580688,13,9180.17578125,95.813232421875,61.08241653442383,0.993310969644074,4,3182.248779296875,56.41142272949219,41.311649322509766,0.9960525447697349,4
5498,166,5,9000,22,generated,0,14,0.10302075743675232,0.008089459501206875,20567.01171875,143.4120330810547,90.64897155761719,0.979500721173549,14,73363.7421875,270.857421875,193.77633666992188,0.9312220149336008,4,45978.640625,214.42630004882812,151.98321533203125,0.9354603997102908,4
6346,192,4,10000,23,scratch,1,59,0.015109430067241192,0.0006401244318112731,336.68853759765625,18.349075317382812,12.525654792785645,0.9996904388190456,13,9932.5517578125,99.66218566894531,72.76521301269531,0.987632528488182,5,9513.7080078125,97.53823852539062,64.62617492675781,0.9880694369953995,5
7079,214,5,6000,24,generated,0,57,0.026209840551018715,0.005491686053574085,7956.83447265625,89.20108795166016,48.048702239990234,0.9921391884379709,14,3584.92626953125,59.87425231933594,42.96254348754883,0.995941859294115,5,965.78173828125,31.077028274536133,19.930721282958984,0.998894161040832,5
7145,216,5,6000,20,generated,0,8,0.024093329906463623,0.0013130716979503632,67122.765625,259.08062744140625,176.0594482421875,0.9384222510009226,12,23176.482421875,152.2382354736328,99.02104187011719,0.9530092351761255,4,40768.15234375,201.9112548828125,138.38087463378906,0.9582644207688626,4
8141,246,6,1000,20,scratch,1,8,0.07959222793579102,0.00344998762011528,687678.0625,829.2635498046875,510.1504211425781,0.48495219924785804,12,92155.4921875,303.57122802734375,209.7324676513672,0.8522973505408241,4,102624.1171875,320.3500061035156,174.2122802734375,0.9067394227822273,4
