task_id,WL,Retention,PEC,num_points
0,0,4,0,30
1,0,4,1000,25
2,0,4,2000,21
3,0,4,3000,25
4,0,4,4000,26
5,0,4,5000,24
6,0,4,6000,24
7,0,4,7000,26
8,0,4,8000,25
9,0,4,9000,25
10,0,4,10000,27
11,0,5,0,30
12,0,5,1000,27
13,0,5,2000,24
14,0,5,3000,26
15,0,5,4000,25
16,0,5,5000,24
17,0,5,6000,29
18,0,5,7000,27
19,0,5,8000,29
20,0,5,9000,29
21,0,5,10000,30
22,0,6,0,26
23,0,6,1000,23
24,0,6,2000,22
25,0,6,3000,25
26,0,6,4000,24
27,0,6,5000,22
28,0,6,6000,23
29,0,6,7000,23
30,0,6,8000,24
31,0,6,9000,22
32,0,6,10000,26
33,1,4,0,26
34,1,4,1000,25
35,1,4,2000,22
36,1,4,3000,22
37,1,4,4000,24
38,1,4,5000,24
39,1,4,6000,25
40,1,4,7000,26
41,1,4,8000,24
42,1,4,9000,24
43,1,4,10000,23
44,1,5,0,27
45,1,5,1000,24
46,1,5,2000,23
47,1,5,3000,25
48,1,5,4000,28
49,1,5,5000,24
50,1,5,6000,28
51,1,5,7000,28
52,1,5,8000,28
53,1,5,9000,28
54,1,5,10000,26
55,1,6,0,19
56,1,6,1000,23
57,1,6,2000,23
58,1,6,3000,24
59,1,6,4000,23
60,1,6,5000,22
61,1,6,6000,24
62,1,6,7000,22
63,1,6,8000,24
64,1,6,9000,23
65,1,6,10000,23
66,2,4,0,24
67,2,4,1000,25
68,2,4,2000,24
69,2,4,3000,24
70,2,4,4000,25
71,2,4,5000,24
72,2,4,6000,22
73,2,4,7000,22
74,2,4,8000,25
75,2,4,9000,23
76,2,4,10000,23
77,2,5,0,24
78,2,5,1000,25
79,2,5,2000,23
80,2,5,3000,27
81,2,5,4000,28
82,2,5,5000,24
83,2,5,6000,24
84,2,5,7000,26
85,2,5,8000,28
86,2,5,9000,26
87,2,5,10000,26
88,2,6,0,24
89,2,6,1000,21
90,2,6,2000,21
91,2,6,3000,24
92,2,6,4000,22
93,2,6,5000,23
