task_id,WL,Retention,PEC,num_points
61,1,3,6000,28
259,7,3,6000,26
292,8,3,6000,26
313,9,2,5000,26
365,11,1,2000,21
492,14,3,8000,27
531,16,1,3000,23
566,17,1,5000,20
638,19,2,0,22
667,20,1,7000,22
713,21,2,9000,30
740,22,2,3000,26
763,23,1,4000,24
767,23,1,8000,21
782,23,3,1000,23
815,24,3,1000,26
964,29,1,7000,22
1065,32,1,9000,22
1087,32,3,9000,23
1173,35,2,7000,27
1176,35,2,10000,25
1289,39,1,2000,21
1346,40,3,4000,23
1377,41,3,2000,27
1518,46,1,0,20
1585,48,1,1000,20
1625,49,1,8000,24
1673,50,3,1000,21
1679,50,3,7000,24
1811,54,3,7000,26
1892,57,2,0,22
1900,57,2,8000,25
1975,59,3,6000,27
2011,60,3,9000,28
2066,62,2,9000,23
2307,69,3,8000,23
2330,70,2,9000,27
2334,70,3,2000,22
2420,73,2,0,24
2563,77,3,0,25
2619,79,2,1000,23
2725,82,2,8000,22
2765,83,3,4000,21
2931,88,3,5000,23
2957,89,2,9000,25
3038,92,1,2000,22
3065,92,3,7000,24
3085,93,2,5000,23
3099,93,3,8000,24
3251,98,2,6000,23
3350,101,2,6000,24
3435,104,1,3000,22
3448,104,2,5000,23
3595,108,3,9000,25
3643,110,2,2000,25
3651,110,2,10000,24
3663,111,1,0,19
3685,111,3,0,21
3692,111,3,7000,24
3701,112,1,5000,23
3719,112,3,1000,23
3746,113,2,6000,22
3751,113,3,0,25
3860,116,3,10000,22
3875,117,2,3000,25
3898,118,1,4000,22
3929,119,1,2000,23
3964,120,1,4000,23
3967,120,1,7000,23
3983,120,3,1000,20
4158,126,1,0,20
4162,126,1,4000,21
4253,128,3,7000,27
4267,129,1,10000,27
4374,132,2,7000,31
4541,137,2,9000,24
4566,138,2,1000,24
4620,140,1,0,23
4666,141,2,2000,22
4673,141,2,9000,27
4715,142,3,7000,23
4728,143,1,9000,22
4761,144,1,9000,29
4765,144,2,2000,21
4785,145,1,0,22
4842,146,3,2000,25
5084,154,1,2000,22
5266,159,2,8000,22
5279,159,3,10000,25
5346,162,1,0,22
5349,162,1,3000,21
5359,162,2,2000,23
5433,164,2,10000,26
5510,166,3,10000,23
5588,169,2,0,21
5611,170,1,1000,20
5627,170,2,6000,21
5658,171,2,4000,24
5708,172,3,10000,24
5730,173,2,10000,28
5747,174,1,5000,23
5792,175,2,6000,25
5843,177,1,2000,22
5871,177,3,8000,22
5929,179,3,0,21
5964,180,3,2000,22
6114,185,1,9000,23
6212,188,1,8000,22
6226,188,3,0,23
6322,191,2,8000,27
6326,191,3,1000,23
6344,192,1,8000,22
6423,194,2,10000,26
6439,195,1,4000,20
6445,195,1,10000,21
6497,196,3,7000,22
6504,197,1,3000,21
6535,198,1,1000,23
6558,198,3,2000,23
6565,198,3,9000,23
6613,200,2,2000,24
6659,201,3,4000,24
6695,202,3,7000,22
6703,203,1,4000,22
6751,204,2,8000,25
6761,204,3,7000,24
6850,207,2,8000,23
6899,209,1,2000,22
6940,210,1,10000,23
6979,211,2,5000,21
6980,211,2,6000,23
6984,211,2,10000,23
6994,211,3,9000,26
7062,214,1,0,20
7129,216,1,1000,21
7153,216,3,3000,22
7202,218,1,8000,23
7206,218,2,1000,20
7398,224,1,6000,21
7453,225,3,6000,24
7537,228,2,2000,25
7574,229,2,6000,23
7711,233,3,0,20
7712,233,3,1000,22
7878,238,3,2000,21
8090,245,1,5000,21
8099,245,2,3000,22
8107,245,3,0,20
8293,251,1,10000,20
8381,253,3,10000,23
