步长,wl,模型序号,retention,擦写次数,bake,frequency,prediction,base_value,shap_step,shap_pec,shap_retention,shap_wordline
16,115,2,6,8000,0,584,480.9745780363892,1678.496268562245,-1154.2551402481627,-27.17713401339921,-17.78541532061093,1.6959990563171026
17,115,2,6,8000,0,313,332.72033148629635,1678.496268562245,-1319.8256567471383,-56.99417918512147,17.29411299863349,13.749785857677825
19,115,2,6,8000,0,36,185.32785556294516,1678.496268562245,-1451.3728101342745,-93.08124814683963,36.36805410122308,14.917591180591176
20,115,2,6,8000,0,22,174.92616554924552,1678.496268562245,-1458.1244329132883,-94.87928410928703,34.71127643815648,14.722337571419228
21,115,2,6,8000,0,11,174.92616554924552,1678.496268562245,-1458.1244329132883,-94.87928410928703,34.71127643815648,14.722337571419228
1,115,2,4,8000,0,2,41.58569548534069,1678.496268562245,-1548.1870725909564,-98.19631044166327,5.7472261766352215,3.7255837790800954
2,115,2,4,8000,0,3,41.58569548534069,1678.496268562245,-1548.1870725909564,-98.19631044166327,5.7472261766352215,3.7255837790800954
3,115,2,4,8000,0,18,46.94719805568616,1678.496268562245,-1545.0753560106887,-97.24015151719054,5.7472261766352215,5.019210844685262
4,115,2,4,8000,0,68,95.93426064741129,1678.496268562245,-1502.0391308902178,-88.08287478691153,5.956321876361829,1.603675885933805
5,115,2,4,8000,0,184,184.5770466727315,1678.496268562245,-1357.05541683609,-132.38097562418815,7.540683896081319,-12.023513325316813
6,115,2,4,8000,0,461,364.3238891750202,1678.496268562245,-1022.4736480932975,-246.43224701839293,10.624365441567974,-55.89084971710237
7,115,2,4,8000,0,1075,1006.6352636379513,1678.496268562245,-410.7679528761346,-240.14357702317866,32.28055475617068,-53.23002978115103
8,115,2,4,8000,0,1633,1899.4059970918363,1678.496268562245,425.0406955831203,-198.82914556824815,16.977974668784366,-22.27979615406519
9,115,2,4,8000,0,2590,2290.254634848994,1678.496268562245,838.7693225774582,-296.61518581570175,55.82517319648331,13.779056328509391
10,115,2,4,8000,0,2778,2678.4286856932963,1678.496268562245,1166.4771496754502,-180.7315422475673,16.121994394413555,-1.9351846912449888
11,115,2,4,8000,0,2970,2678.4286856932963,1678.496268562245,1090.0163334375657,-119.23069413957893,12.615404636397809,16.531373196666745
12,115,2,4,8000,0,2644,2622.31315764103,1678.496268562245,890.8826648355007,0.4853485501760133,1.1130139298105692,51.335861763297906
13,115,2,4,8000,0,2001,2150.380521781748,1678.496268562245,294.9371340879771,126.05103354151058,-10.87424409182071,61.77032968183602
14,115,2,4,8000,0,1423,1597.3168304358169,1678.496268562245,-206.84066538018163,85.1556709241115,-11.77351801912319,52.27907434876529
15,115,2,4,8000,0,839,1043.897741510973,1678.496268562245,-730.8466411173786,49.046299319624495,22.095685052130346,25.106129694351885
16,115,2,4,8000,0,484,576.048376930227,1678.496268562245,-1130.6783917826806,-1.0132692462081998,26.324976890201228,2.918792506669753
17,115,2,4,8000,0,258,271.15704435980183,1678.496268562245,-1353.204406856634,-68.04863493095658,4.449006634467843,9.464810950679444
19,115,2,4,8000,0,27,26.88057645218896,1678.496268562245,-1523.7500287895484,-122.9806848306739,-15.475520808720827,10.590542318887197
20,115,2,4,8000,0,11,26.88057645218896,1678.496268562245,-1526.2153199546701,-123.16522050940404,-12.84596685789515,10.61081521191308
21,115,2,4,8000,0,9,26.88057645218896,1678.496268562245,-1526.2153199546701,-123.16522050940404,-12.84596685789515,10.61081521191308
1,115,2,6,4000,0,3,40.51187770819047,1678.496268562245,-1675.2386251717273,44.9126610285299,2.0049422689949985,-9.663368979852056
2,115,2,6,4000,0,7,40.51187770819047,1678.496268562245,-1675.2386251717273,44.9126610285299,2.0049422689949985,-9.663368979852056
3,115,2,6,4000,0,17,40.51187770819024,1678.496268562245,-1673.5653508138612,44.43037773060094,2.0049422689949985,-10.854360039789228
4,115,2,6,4000,0,94,56.779837402650855,1678.496268562245,-1648.3006541922152,37.21192566042036,1.2427571888623086,-11.870459816661459
5,115,2,6,4000,0,237,320.4660922358148,1678.496268562245,-1423.3076514529535,86.28390974963783,-9.557348859454581,-11.449085763660008
6,115,2,6,4000,0,599,697.7681150192287,1678.496268562245,-989.0987891767885,93.99344100973384,-35.74887198109669,-49.8739333948648
7,115,2,6,4000,0,1378,1543.9890435290658,1678.496268562245,-303.87389264025177,175.64695547111546,8.10594673670494,-14.386234600747866
8,115,2,6,4000,0,1999,2302.0710824316284,1678.496268562245,497.90607667529855,156.57171883111903,13.684663038841851,-44.587644675876156
9,115,2,6,4000,0,2909,2712.274155040497,1678.496268562245,942.6573105210929,197.91037675043543,-65.99691184963913,-40.792888943637074
10,115,2,6,4000,0,3087,2712.274155040497,1678.496268562245,1073.3832356594812,54.74048820416877,-54.755641951379545,-39.59019543401787
11,115,2,6,4000,0,2938,2662.311285407697,1678.496268562245,927.8730253474438,20.289604557799365,-28.880324556542618,64.5327114967514
12,115,2,6,4000,0,2385,2570.4275707352504,1678.496268562245,686.2488506908653,34.561976891909765,51.647798496812015,119.47267609341817
13,115,2,6,4000,0,1793,1544.6244951713948,1678.496268562245,-111.82756469733594,-54.73610765337753,39.86758791968044,-7.1756889598170215
14,115,2,6,4000,0,1016,1090.4902613676854,1678.496268562245,-575.3829903339213,-44.42273900648348,41.14144154806465,-9.341719402219368
15,115,2,6,4000,0,614,484.39142331397625,1678.496268562245,-1111.9228842198386,-61.524302031417776,11.138873217792781,-31.796532214805
16,115,2,6,4000,0,266,196.34956604227864,1678.496268562245,-1443.606921636345,-22.20223541325283,4.969839726807088,-21.30738519717567
17,115,2,6,4000,0,125,171.5954443586918,1678.496268562245,-1542.8517463550636,14.306411195281942,16.784417537429274,4.860093418799165
19,115,2,6,4000,0,14,134.18487071160257,1678.496268562245,-1617.5144752880449,35.10376668771952,25.144317905346913,12.954992844335926
20,115,2,6,4000,0,7,131.14450013528813,1678.496268562245,-1621.2457606697392,36.32606812259164,24.629381940595014,12.938542179595842
21,115,2,6,4000,0,3,131.14450013528813,1678.496268562245,-1621.2457606697392,36.32606812259164,24.629381940595014,12.938542179595842
1,207,2,5,8000,0,1,47.32574113950227,1678.496268562245,-1554.3959422572402,-103.58390602894538,9.433861563217276,17.37545930022571
2,207,2,5,8000,0,13,47.32574113950227,1678.496268562245,-1554.3959422572402,-103.58390602894538,9.433861563217276,17.37545930022571
3,207,2,5,8000,0,35,47.3257411395025,1678.496268562245,-1553.2442659926348,-104.06916904349336,9.433861563217276,16.709046050168386
4,207,2,5,8000,0,107,121.82176175391942,1678.496268562245,-1498.1282867351633,-94.01397564468115,10.094490343101546,25.373265228417264
5,207,2,5,8000,0,274,276.747717851224,1678.496268562245,-1313.8695962517702,-149.64117443455962,10.741167528876876,51.02105244643194
6,207,2,5,8000,0,735,596.9458552482954,1678.496268562245,-909.9729950274846,-260.5862667685416,7.57566387241839,81.43318460965816
7,207,2,5,8000,0,1096,1348.824241545576,1678.496268562245,-252.43663328418035,-232.60503510786438,25.47313925393312,129.8965021214425
8,207,2,5,8000,0,1928,2170.317350874489,1678.496268562245,557.3177092223998,-217.48488816871344,18.898809855795804,133.08945140276168
9,207,2,5,8000,0,2460,2432.9735715271627,1678.496268562245,904.3335648712361,-270.79528179318055,18.50348734702718,102.43553253983498
10,207,2,5,8000,0,3032,2678.4286856932968,1678.496268562245,1156.5712009447768,-179.65109626629572,11.761211956942004,11.25110049562869
11,207,2,5,8000,0,2677,2678.4286856932963,1678.496268562245,1041.2445419709443,-40.093290689087105,7.929350201601877,-9.148184352407558
12,207,2,5,8000,0,2388,2344.471701665193,1678.496268562245,745.793228556346,-5.834384001447313,-2.5088710702140675,-71.47454038173636
13,207,2,5,8000,0,1843,1872.5624350648463,1678.496268562245,156.36687082278266,91.33928568401461,1.0154643234650236,-54.655454327660934
14,207,2,5,8000,0,1154,1381.769621407823,1678.496268562245,-321.35974887365495,66.07766171014794,17.42465892954694,-58.869218920461826
15,207,2,5,8000,0,788,818.8456281589349,1678.496268562245,-841.1467412432136,33.71374772630193,10.142349200084407,-62.35999608648269
16,207,2,5,8000,0,464,536.2864045297001,1678.496268562245,-1170.22176583523,12.74888856616926,29.053620437395114,-13.79060720087908
17,207,2,5,8000,0,277,241.48520118320153,1678.496268562245,-1383.7459235255426,-56.09266390849578,1.0702514282237265,1.7572686267711866
19,207,2,5,8000,0,40,36.11110248698128,1678.496268562245,-1538.753155381289,-106.40849425922471,-11.746708059991194,14.523191625241237
20,207,2,5,8000,0,22,25.7094124732821,1678.496268562245,-1545.5047781603023,-108.20653022167203,-13.403485723057791,14.327938016069284
21,207,2,5,8000,0,1,25.7094124732821,1678.496268562245,-1545.5047781603023,-108.20653022167203,-13.403485723057791,14.327938016069284
1,115,2,5,7000,0,2,38.32082253421959,1678.496268562245,-1584.663544763794,-69.98054016017065,11.37862664934087,3.0900122465984787
2,115,2,5,7000,0,1,38.32082253421959,1678.496268562245,-1584.663544763794,-69.98054016017065,11.37862664934087,3.0900122465984787
3,115,2,5,7000,0,16,43.68232510456528,1678.496268562245,-1581.5518281835264,-69.02438123569792,11.37862664934087,4.383639312203657
4,115,2,5,7000,0,78,92.66938769629019,1678.496268562245,-1540.0761547231946,-61.427656165557906,11.58772234906748,4.089207673730138
5,115,2,5,7000,0,204,184.35867637761453,1678.496268562245,-1390.4948143507027,-101.12813068447022,13.525279333522274,-16.039926482979787
6,115,2,5,7000,0,481,407.20775940781664,1678.496268562245,-1029.1471960972128,-176.1456244747804,15.664678123525757,-81.66036670596097
7,115,2,5,7000,0,1158,1010.5735937944837,1678.496268562245,-447.96388656695353,-197.7510487452883,34.094610869509005,-56.302350325028456
8,115,2,5,7000,0,1668,1947.5594382130434,1678.496268562245,410.86453941557465,-137.73995316510815,19.620120183928663,-23.68153678359659
9,115,2,5,7000,0,2535,2370.7175830269675,1678.496268562245,858.8256798169452,-201.29348000552892,65.74197507377085,-31.05286042046457
10,115,2,5,7000,0,2860,2655.209541490412,1678.496268562245,1138.0809109789436,-133.86243237338843,18.2810313137471,-45.78623699113534
11,115,2,5,7000,0,2775,2655.2095414904115,1678.496268562245,1061.6200947410591,-72.36158426539998,14.774441555731352,-27.319679103223613
12,115,2,5,7000,0,2703,2599.0940134381453,1678.496268562245,863.1604838592259,46.145485047086055,3.9461085693759177,7.345667400212461
13,115,2,5,7000,0,1919,1994.7488301551393,1678.496268562245,167.6609121934934,70.85560772246329,-11.303962805704431,89.04000448264223
14,115,2,5,7000,0,1474,1676.456483179991,1678.496268562245,-219.4366709360578,133.04182556487623,14.290138872676614,70.06492111625097
15,115,2,5,7000,0,822,1298.3768883122652,1678.496268562245,-676.1005879622099,178.79944147293196,18.583437793375342,98.59832844592303
16,115,2,5,7000,0,479,830.5275237315194,1678.496268562245,-1074.2905859128202,130.38162562179036,21.713291859217378,74.22692360108692
17,115,2,5,7000,0,245,682.2732771814262,1678.496268562245,-1230.557876219852,129.60498470396382,22.574291089360354,82.15560904570935
19,115,2,5,7000,0,31,447.22733530860637,1678.496268562245,-1395.9669298669492,77.38470760680971,6.538345055857812,80.77494395064281
20,115,2,5,7000,0,11,436.82564529490674,1678.496268562245,-1402.7185526459627,75.58667164436238,4.881567392791215,80.57969034147085
21,115,2,5,7000,0,2,436.82564529490674,1678.496268562245,-1402.7185526459627,75.58667164436238,4.881567392791215,80.57969034147085
1,115,2,4,7000,0,1,38.32082253421936,1678.496268562245,-1585.6191932932156,-63.28660717270959,6.471017875767983,2.259336562131593
2,115,2,4,7000,0,1,38.32082253421936,1678.496268562245,-1585.6191932932156,-63.28660717270959,6.471017875767983,2.259336562131593
3,115,2,4,7000,0,17,43.68232510456505,1678.496268562245,-1582.5074767129477,-62.33044824823688,6.471017875767983,3.552963627736771
4,115,2,4,7000,0,77,92.66938769629019,1678.496268562245,-1541.0318032526156,-54.73372317809687,6.680113575494594,3.2585319892632514
5,115,2,4,7000,0,211,184.35867637761476,1678.496268562245,-1391.450462880124,-94.43419769700913,8.617670559949387,-16.870602167446677
6,115,2,4,7000,0,573,407.2077594078164,1678.496268562245,-1025.8211960071937,-177.4379709610765,15.038717969393105,-83.06806015555131
7,115,2,4,7000,0,1138,1010.5735937944837,1678.496268562245,-443.72800668872037,-200.76180686455203,34.378530503590525,-57.81139171807948
8,115,2,4,7000,0,1660,1947.5594382130434,1678.496268562245,413.3340471755332,-138.19397000462263,18.137667699735534,-24.214575219847596
9,115,2,4,7000,0,2617,2370.7175830269675,1678.496268562245,861.295187576904,-201.74749684504351,64.25952258957771,-31.585898856715577
10,115,2,4,7000,0,2778,2655.2095414904115,1678.496268562245,1140.550418738902,-134.31644921290314,16.79857882955397,-46.31927542738634
11,115,2,4,7000,0,3173,2655.2095414904115,1678.496268562245,1064.0896025010177,-72.81560110491466,13.291989071538227,-27.8527175394746
12,115,2,4,7000,0,2509,2599.0940134381453,1678.496268562245,864.9559338989527,46.900441584840024,1.7895983649509835,6.951771027156562
13,115,2,4,7000,0,1955,1994.7488301551393,1678.496268562245,169.09734316417698,72.55306658892343,-13.819492079172468,88.42164391896651
14,115,2,4,7000,0,1324,1617.3916034721992,1678.496268562245,-240.3595411198837,123.97861915562218,-10.58469155530099,65.86094842951687
15,115,2,4,7000,0,820,1298.3768883122652,1678.496268562245,-673.760209988525,178.47455441969112,16.971855522908662,98.19441979594559
16,115,2,4,7000,0,407,830.5275237315194,1678.496268562245,-1071.9502079391352,130.0567385685494,20.101709588750687,73.82301495110949
17,115,2,4,7000,0,247,682.2732771814265,1678.496268562245,-1228.217498246167,129.28009765072298,20.962708818893667,81.75170039573192
19,115,2,4,7000,0,36,437.9968092738138,1678.496268562245,-1397.5149318845022,75.59623604558497,1.0383827941529984,80.38085375633312
20,115,2,4,7000,0,9,437.9968092738136,1678.496268562245,-1399.9802230496239,75.41170036685483,3.6679367449786717,80.40112664935901
21,115,2,4,7000,0,4,437.9968092738136,1678.496268562245,-1399.9802230496239,75.41170036685483,3.6679367449786717,80.40112664935901
1,115,2,6,6000,0,3,272.2717368017031,1678.496268562245,-1473.1145998919799,27.67795268905752,24.094094321986724,15.11802112039389
2,115,2,6,6000,0,6,272.2717368017031,1678.496268562245,-1473.1145998919799,27.67795268905752,24.094094321986724,15.11802112039389
3,115,2,6,6000,0,15,277.6332393720488,1678.496268562245,-1470.002883311712,28.634111613530266,24.094094321986724,16.411648185999056
4,115,2,6,6000,0,58,306.72965279069285,1678.496268562245,-1439.1305377663293,27.023308467086743,23.5254971309824,16.81511639670821
5,115,2,6,6000,0,124,356.9520981691994,1678.496268562245,-1312.9841312978592,-22.751303714488046,12.760787353684062,1.4304772656178457
6,115,2,6,6000,0,434,549.0811977325036,1678.496268562245,-967.614284890289,-103.88078832298726,-19.548207047523466,-38.37179056894167
7,115,2,6,6000,0,960,878.1570614741225,1678.496268562245,-484.8250253663288,-224.66291087418222,-41.21404727230247,-49.63722357530891
8,115,2,6,6000,0,1552,1873.8482367216093,1678.496268562245,402.31780440006924,-158.37528706333083,-22.342307104626595,-26.248242072747374
9,115,2,6,6000,0,2361,2076.5748496106758,1678.496268562245,755.4866752450681,-208.61899214480988,-71.01272177115668,-77.77638028067068
10,115,2,6,6000,0,2909,2631.384890156962,1678.496268562245,1126.1020519108797,-111.89942916365261,-13.488906585542473,-47.82509456696751
11,115,2,6,6000,0,2897,2631.3848901569622,1678.496268562245,1058.6209496970032,-68.32120471186148,-8.015782319550386,-29.395341070874096
12,115,2,6,6000,0,2635,2610.983286808043,1678.496268562245,892.4004909712064,21.354883553030298,13.395036850131078,5.336606871430182
13,115,2,6,6000,0,2256,2194.5832412730224,1678.496268562245,250.12704831820147,87.85977174293866,43.8103889267038,134.28976372293332
14,115,2,6,6000,0,1533,1774.7057800643115,1678.496268562245,-171.70576537259694,139.89575233562007,27.958492645050832,100.0610318939925
15,115,2,6,6000,0,928,1312.0286456180047,1678.496268562245,-669.7251224312579,161.3147261379427,28.810723028776337,113.13205032029869
16,115,2,6,6000,0,467,847.6253121734491,1678.496268562245,-1062.2151054976791,139.8308471061931,-5.975141630645167,97.48844363333527
17,115,2,6,6000,0,240,582.0966482085041,1678.496268562245,-1254.5046084428004,83.29481548832486,0.7021297873908936,74.1080428133437
19,115,2,6,6000,0,33,504.62123090275213,1678.496268562245,-1352.9088536397176,80.35065471682677,19.722250007220865,78.96091125617707
20,115,2,6,6000,0,8,494.2195408890525,1678.496268562245,-1359.9972143555487,78.21588081756211,18.063433797868772,79.44117206692535
21,115,2,6,6000,0,4,494.2195408890525,1678.496268562245,-1359.9972143555487,78.21588081756211,18.063433797868772,79.44117206692535
1,207,2,6,8000,0,1,34.68279578059742,1678.496268562245,-1549.6385204280245,-112.03631598309951,-2.0251327576346174,19.88649638711095
2,207,2,6,8000,0,8,34.68279578059742,1678.496268562245,-1549.6385204280245,-112.03631598309951,-2.0251327576346174,19.88649638711095
3,207,2,6,8000,0,34,34.68279578059719,1678.496268562245,-1548.4868441634194,-112.52157899764751,-2.0251327576346174,19.220083137053628
4,207,2,6,8000,0,66,109.17881639501343,1678.496268562245,-1495.7651216713825,-96.67941500089817,-3.7587607431844896,26.88584524823372
5,207,2,6,8000,0,270,264.10477249231803,1678.496268562245,-1316.5636615273954,-142.87760807892883,-8.169313896815236,53.219087433212835
6,207,2,6,8000,0,433,610.2072173552083,1678.496268562245,-909.5169821587014,-243.17528517084793,-8.18473940886552,92.5879555313781
7,207,2,6,8000,0,1182,1171.1096076008107,1678.496268562245,-313.9727984560899,-264.020804032426,-52.27944206804331,122.88638359512488
8,207,2,6,8000,0,1700,2099.0404318056017,1678.496268562245,529.2068659059545,-230.96869599013286,-25.42844961071645,147.73444293825136
9,207,2,6,8000,0,2489,2443.195691971491,1678.496268562245,883.8947956984966,-278.1932092753319,-18.151697975779893,177.14953496186155
10,207,2,6,8000,0,2773,2662.429824089742,1678.496268562245,1154.587253261215,-186.34164035894602,-6.439151876686889,22.12709450191506
11,207,2,6,8000,0,2778,2662.429824089742,1678.496268562245,1049.4961151303237,-68.47387889473485,-0.035492789085799004,2.9468120809938956
12,207,2,6,8000,0,2351,2418.9916206358093,1678.496268562245,784.3009461868535,-2.292074329140051,19.78243041022642,-61.29595019437538
13,207,2,6,8000,0,2042,1913.0559084897698,1678.496268562245,195.38236313951757,75.89498136120676,23.814540490132835,-60.532245063332375
14,207,2,6,8000,0,1401,1381.7696214078228,1678.496268562245,-304.67986472862765,52.033209735422254,17.88812692450724,-61.96811908572391
15,207,2,6,8000,0,907,810.776856607825,1678.496268562245,-831.6281755415154,20.360814218879817,3.4444987517156154,-59.8965493835
16,207,2,6,8000,0,477,441.21260563586225,1678.496268562245,-1196.4837921902654,-15.29887538097399,-13.42482206770759,-12.076173287435745
17,207,2,6,8000,0,340,303.0484883096958,1678.496268562245,-1353.8624934313996,-44.49198096521648,14.737265372300097,8.169428771766789
19,207,2,6,8000,0,42,185.32785556294493,1678.496268562245,-1473.7596367326053,-77.42641488593017,37.03039443862532,20.987244180610126
20,207,2,6,8000,0,19,174.9261655492453,1678.496268562245,-1480.511259511619,-79.22445084837749,35.37361677555872,20.791990571438184
21,207,2,6,8000,0,5,174.9261655492453,1678.496268562245,-1480.511259511619,-79.22445084837749,35.37361677555872,20.791990571438184
1,115,2,4,6000,0,3,59.82145804735728,1678.496268562245,-1555.3580971670656,-30.12040638180548,-37.33677694091136,4.140469974894609
2,115,2,4,6000,0,10,59.82145804735728,1678.496268562245,-1555.3580971670656,-30.12040638180548,-37.33677694091136,4.140469974894609
3,115,2,4,6000,0,22,65.18296061770275,1678.496268562245,-1552.2463805867978,-29.16424745733273,-37.33677694091136,5.434097040499774
4,115,2,4,6000,0,90,94.27937403634701,1678.496268562245,-1520.676135192232,-31.472950452959022,-37.207474282733024,5.1396654020262496
5,115,2,4,6000,0,218,172.23591795533684,1678.496268562245,-1381.8911481160137,-81.96977826814515,-35.33360345228296,-7.065820770466317
6,115,2,4,6000,0,521,622.7273499252524,1678.496268562245,-938.8344818023785,-87.54615209150694,30.044222052574668,-59.43250679568178
7,115,2,4,6000,0,1140,1085.953237458227,1678.496268562245,-420.4211575211171,-174.54985303219445,44.00244658509679,-41.5744671358032
8,115,2,4,6000,0,1875,1939.7336484831487,1678.496268562245,421.2020907768034,-127.42082173859845,17.354605284295044,-49.89849440159621
9,115,2,4,6000,0,2596,2362.891793297073,1678.496268562245,869.1632311781743,-190.97434857901928,63.47646017413722,-57.26981803846418
10,115,2,4,6000,0,3011,2647.3837517605166,1678.496268562245,1135.116022398486,-136.84574088856513,16.337689914251467,-45.72048822590045
11,115,2,4,6000,0,2842,2647.383751760517,1678.496268562245,1058.6552061606014,-75.34489278057666,12.831100156235724,-27.25393033798872
12,115,2,4,6000,0,2687,2591.2682237082504,1678.496268562245,859.5215375585364,44.371149909178,1.328709449648485,7.5505582286424575
13,115,2,4,6000,0,1855,2038.8869287740945,1678.496268562245,171.28648369268123,77.64731178218182,-14.217549686628699,125.67441442361529
14,115,2,4,6000,0,1311,1661.5297020911546,1678.496268562245,-231.38342715463654,135.85983778562368,-10.906543124801184,89.46356602272365
15,115,2,4,6000,0,751,1257.9174473526396,1678.496268562245,-702.9559238984276,152.18394517454283,16.392547573794356,113.8006099404851
16,115,2,4,6000,0,371,891.600736078226,1678.496268562245,-1056.350302355176,148.56174881726312,20.70228752404606,100.1907335298477
17,115,2,4,6000,0,189,626.0720721132807,1678.496268562245,-1255.0025922732818,105.4001082883621,21.016771969097686,76.16151556685774
19,115,2,4,6000,0,21,451.7126628232679,1678.496268562245,-1391.908431769243,84.10784082559833,1.535297889882994,79.48168731478476
20,115,2,4,6000,0,6,451.7126628232679,1678.496268562245,-1394.7104608711818,83.58656721005082,4.162813294423178,80.17747462773085
21,115,2,4,6000,0,3,451.7126628232679,1678.496268562245,-1394.7104608711818,83.58656721005082,4.162813294423178,80.17747462773085
1,115,2,6,5000,0,2,40.51187770819047,1678.496268562245,-1664.189065443554,35.98233885935951,1.7380626260340306,-11.515726895894066
2,115,2,6,5000,0,4,40.51187770819047,1678.496268562245,-1664.189065443554,35.98233885935951,1.7380626260340306,-11.515726895894066
3,115,2,6,5000,0,14,40.51187770819047,1678.496268562245,-1662.5157910856879,35.50005556143058,1.7380626260340306,-12.706717955831236
4,115,2,6,5000,0,85,56.77983740265108,1678.496268562245,-1637.2510944640417,28.281603491249953,0.9758775459013389,-13.722817732703462
5,115,2,6,5000,0,246,320.46609223581527,1678.496268562245,-1413.3873600879556,76.2243192172914,-9.82422850241555,-11.042906953350075
6,115,2,6,5000,0,572,697.7681150192288,1678.496268562245,-978.049229448615,85.0631188405634,-36.015751624057664,-51.72629131090679
7,115,2,6,5000,0,1148,1546.968102074783,1678.496268562245,-301.7691365366326,157.771829677391,7.839067093743965,4.63007327803561
8,115,2,6,5000,0,1848,2328.348949438966,1678.496268562245,495.95901356746015,134.6447738259369,11.966999512405373,7.281893970918883
9,115,2,6,5000,0,2942,2644.8597713975128,1678.496268562245,920.6783302044034,155.95151453640253,-64.29846629373857,-45.96787561179975
10,115,2,6,5000,0,2965,2734.7349803812576,1678.496268562245,1090.4194705334771,51.796841180820756,-53.057196395479,-32.92040349980644
11,115,2,6,5000,0,2908,2684.7721107484567,1678.496268562245,970.5055545917414,42.942251904753064,-28.201189030054465,21.029224719771765
12,115,2,6,5000,0,2468,2512.717797014616,1678.496268562245,685.8706880099827,14.20393231368325,52.27104997063825,81.87585815806685
13,115,2,6,5000,0,1854,1563.9003731386865,1678.496268562245,-75.31396134771524,-38.20238620110085,38.19484967921875,-39.274397553961194
14,115,2,6,5000,0,1224,1090.490261367686,1678.496268562245,-556.29093057415,-45.31056114405635,34.41977058119538,-20.824286057548235
15,115,2,6,5000,0,660,567.3134035408673,1678.496268562245,-1054.7699116897538,-24.35121139867689,12.517190276437395,-44.5789322093842
16,115,2,6,5000,0,356,146.41103869747326,1678.496268562245,-1450.5136752541493,-49.08887092840062,-8.197178323845353,-24.28550535837655
17,115,2,6,5000,0,144,121.65691701388641,1678.496268562245,-1546.3968910284307,-9.218615375428733,6.102430661004098,-7.326275805503212
19,115,2,6,5000,0,14,84.24634336679719,1678.496268562245,-1621.059619961412,11.578740117008888,14.462331028921719,0.7686236200335346
20,115,2,6,5000,0,3,81.20597279048297,1678.496268562245,-1624.7909053431063,12.801041551880989,13.94739506416982,0.7521729552934513
21,115,2,6,5000,0,1,81.20597279048297,1678.496268562245,-1624.7909053431063,12.801041551880989,13.94739506416982,0.7521729552934513
1,115,2,5,5000,0,2,40.51187770818933,1678.496268562245,-1665.5675535877485,34.237183349693495,7.961936685366854,-14.615957301367342
2,115,2,5,5000,0,10,40.51187770818933,1678.496268562245,-1665.5675535877485,34.237183349693495,7.961936685366854,-14.615957301367342
3,115,2,5,5000,0,21,40.51187770818956,1678.496268562245,-1663.8942792298824,33.75490005176453,7.961936685366854,-15.80694836130451
4,115,2,5,5000,0,82,56.77983740265017,1678.496268562245,-1637.5990577417033,26.171173149751375,8.230276471766976,-18.518823039409813
5,115,2,5,5000,0,271,359.97685533668346,1678.496268562245,-1399.1471426232424,75.34127337680803,12.018351165825012,-6.731895144951868
6,115,2,5,5000,0,686,836.0271095979044,1678.496268562245,-927.9489424658713,110.17436149037907,21.686897562212266,-46.38147555106062
7,115,2,5,5000,0,1332,1449.1446561805653,1678.496268562245,-317.61948295254774,117.71508720293627,-0.4089171186446774,-29.038299513423393
8,115,2,5,5000,0,2179,2217.3505085757756,1678.496268562245,475.3977893820563,111.91502913519228,-0.9918624694717635,-47.46671603424616
9,115,2,5,5000,0,2747,2910.7136795791043,1678.496268562245,1027.8328327476645,152.8354052590078,50.458398453048765,1.090774557138238
10,115,2,5,5000,0,3058,3000.5888885628483,1678.496268562245,1177.5054479431149,90.68383692460023,41.63114321768587,12.272191915202455
11,115,2,5,5000,0,3116,2851.0503644298606,1678.496268562245,1016.361600529656,67.50165385701428,25.25721911138683,63.433622369558364
12,115,2,5,5000,0,2218,2301.90631543364,1678.496268562245,616.8336946728411,-15.059571805480548,-9.163581162977017,30.799505167011556
13,115,2,5,5000,0,1747,1472.720006521369,1678.496268562245,-124.58391478753995,-36.26748692475183,-3.472741557079506,-41.4521187715046
14,115,2,5,5000,0,1055,991.4895095770487,1678.496268562245,-600.3069239876074,-62.706695152855396,-1.9938606287354739,-21.999279215997987
15,115,2,5,5000,0,572,577.2202331392759,1678.496268562245,-1061.4425762790888,-21.42081451012912,13.446887890629103,-31.859532524380235
16,115,2,5,5000,0,289,171.9116156228729,1678.496268562245,-1435.1810405607766,-45.38709669234804,14.737818573054012,-40.75433425930147
17,115,2,5,5000,0,129,114.03787887966405,1678.496268562245,-1548.594648029536,-3.3100547719023474,11.50703586342558,-24.060722744568114
19,115,2,5,5000,0,8,50.97941028946002,1678.496268562245,-1637.6989418482726,20.77442795930463,5.425371345587793,-16.01771572940467
20,115,2,5,5000,0,2,47.93903971314603,1678.496268562245,-1641.430227229967,21.996729394176754,4.910435380835884,-16.034166394144748
21,115,2,5,5000,0,2,47.93903971314603,1678.496268562245,-1641.430227229967,21.996729394176754,4.910435380835884,-16.034166394144748
