model_index,curve_family,label,budget,method,run_kind,task_id,WL,Retention,PEC,test_r2,test_rmse,test_mae,abs_peak_step_error,tail_rmse_pct_peak
3,P2,P2 / M3,5,spline,sample,107,3,4,8000,0.8755192559225784,346.41396292260697,230.77544440395204,0.0,0.5252681664895255
3,P2,P2 / M3,5,spline,sample,117,3,5,7000,0.9357688598501842,241.13636253864487,151.2909955799253,0.0,0.8941374561458725
3,P2,P2 / M3,5,spline,sample,166,5,4,1000,0.9145434288345908,303.48513614803375,206.32185894027995,0.0,0.7221574583736822
3,P2,P2 / M3,5,spline,sample,279,8,5,4000,0.9269582586267017,265.7479977597127,185.2966032608696,0.0,0.43241372754864027
3,P2,P2 / M3,5,spline,sample,281,8,5,6000,0.9584929393301465,198.95163473247314,133.57898622613303,0.0,0.7625608878469992
3,P2,P2 / M3,5,spline,sample,363,11,4,0,0.973939622218725,177.26926306058527,132.52540966386545,0.0,0.9880397315721322
3,P2,P2 / M3,5,spline,sample,389,11,6,4000,0.9877028920581636,122.85608060415113,99.00500816407808,0.0,1.6839569235558924
3,P2,P2 / M3,5,spline,sample,423,12,6,5000,0.9105675620690787,309.4257455790563,185.70195618701007,0.0,0.5857187091514151
3,P2,P2 / M3,5,spline,sample,621,18,6,5000,0.9371406382943487,255.79373711396738,164.5931193672101,0.0,0.48214377267256275
3,P2,P2 / M3,5,spline,sample,642,19,5,4000,0.8293028860177803,409.09688627504204,243.9081273501136,0.0,1.005198508735402
3,P2,P2 / M3,5,spline,sample,694,21,4,1000,0.9355443085432519,272.0426253880259,172.50230174501905,1.0,0.9807355836281054
3,P2,P2 / M3,5,spline,sample,695,21,4,2000,0.9702621805429638,185.46047962497113,123.71560274216522,0.0,2.072929200114166
3,P2,P2 / M3,5,spline,sample,782,23,6,1000,0.9551122738832784,232.34164279847008,160.96373684957342,0.0,1.3618568025542657
3,P2,P2 / M3,5,spline,sample,881,26,6,1000,0.9311776855449151,274.3952221475472,203.55753299713888,0.0,1.0950435268475234
