task_id,WL,Retention,PEC,num_points,init_mode,seed_offset,best_epoch,best_monitor_loss,final_train_loss,train_mse,train_rmse,train_mae,train_r2,train_points
0,0,1,0,20,,0,80,0.0032068099826574326,0.003205819521099329,4018.412109375,63.39094543457031,39.43964767456055,0.9970239191635544,20
1,0,1,1000,22,,0,65,0.008496345020830631,0.008495680056512356,6858.9609375,82.81884765625,43.05522918701172,0.9945460475832606,22
2,0,1,2000,23,,0,68,0.0006083983462303877,0.0006078488077037036,283.3614501953125,16.833343505859375,7.939768314361572,0.9997687711949159,23
3,0,1,3000,24,,0,96,0.03447827324271202,0.034478042274713516,3533.222900390625,59.44091796875,24.97666358947754,0.9969108307383258,24
4,0,1,4000,24,,0,76,0.008453436195850372,0.008453436195850372,3811.968017578125,61.74113845825195,30.801315307617188,0.9966964907413289,24
5,0,1,5000,22,,0,121,0.005776538047939539,0.005776538047939539,2616.216552734375,51.148963928222656,28.15038299560547,0.9978636408715809,22
6,0,1,6000,23,,0,140,0.006780775263905525,0.006780775263905525,11120.9169921875,105.45575714111328,47.535911560058594,0.9906934704633045,23
7,0,1,7000,25,,0,140,0.005994773935526609,0.005994773935526609,2047.8262939453125,45.25291442871094,28.17678451538086,0.9982071484560767,25
8,0,1,8000,24,,0,111,0.0014988755574449897,0.0014986610040068626,298.4896545410156,17.276853561401367,9.71358871459961,0.9997415223898942,24
9,0,1,9000,25,,0,130,0.006885084323585033,0.006885084323585033,5595.88134765625,74.80562591552734,29.25271987915039,0.9951057842618015,25
10,0,1,10000,23,,0,86,0.007321877870708704,0.007321877870708704,5987.94580078125,77.38182067871094,49.613216400146484,0.994908501969003,23
11,0,2,0,21,,0,140,0.0009719097288325429,0.0009719097288325429,491.3271484375,22.16590118408203,10.91984748840332,0.999628423070139,21
12,0,2,1000,24,,0,139,0.0005998770357109606,0.0005995465908199549,2053.952392578125,45.320552825927734,22.552566528320312,0.9983183309414919,24
13,0,2,2000,26,,0,90,0.00556663004681468,0.005565752740949392,4038.957275390625,63.552791595458984,28.221296310424805,0.9965198032280009,26
14,0,2,3000,27,,0,66,0.008093445561826229,0.008092776872217655,2562.098388671875,50.6171760559082,26.101978302001953,0.9977307541616303,27
15,0,2,4000,23,,0,87,0.004905056208372116,0.004904852248728275,6160.19677734375,78.48692321777344,37.0838508605957,0.9949569862303668,23
16,0,2,5000,25,,0,71,0.002401892328634858,0.0024011009372770786,1150.6591796875,33.92136764526367,15.08984375,0.9990131615089342,25
17,0,2,6000,24,,0,118,0.0011570333736017346,0.0011567318579182029,2684.853271484375,51.81557083129883,25.496871948242188,0.9977123829645997,24
18,0,2,7000,25,,0,87,0.002471828367561102,0.0024708618875592947,4261.4521484375,65.27980041503906,25.514528274536133,0.996238250426177,25
19,0,2,8000,23,,0,93,0.00020498923549894243,0.00020494256750680506,425.06768798828125,20.617170333862305,9.298639297485352,0.9996317168966905,23
20,0,2,9000,26,,0,139,0.0016926141688600183,0.0016921279020607471,1221.2696533203125,34.94667053222656,18.747047424316406,0.9988924472123403,26
21,0,2,10000,25,,0,95,0.00011254015407757834,0.00011181749141542241,176.31773376464844,13.27846908569336,5.6811723709106445,0.9998434006708299,25
22,0,3,0,20,,0,139,0.00025384369655512273,0.00025311659555882215,2020.3017578125,44.9477653503418,20.866077423095703,0.9984710911799418,20
23,0,3,1000,27,,0,140,0.0010248449398204684,0.0010248449398204684,1519.453369140625,38.980167388916016,18.76418685913086,0.9986656097139144,27
24,0,3,2000,25,,0,140,0.0005525578744709492,0.0005525578744709492,1680.2940673828125,40.991390228271484,19.455934524536133,0.9985536503460885,25
25,0,3,3000,26,,0,36,0.011893337592482567,0.011893028393387794,2202.59326171875,46.931793212890625,20.821088790893555,0.9980744086967237,26
26,0,3,4000,25,,0,91,0.002378012053668499,0.002377305645495653,4781.8232421875,69.15072631835938,34.875431060791016,0.9958251322080977,25
27,0,3,5000,24,,0,79,0.0041841547936201096,0.004183810204267502,1027.6129150390625,32.056400299072266,17.38588523864746,0.9991278362470751,24
28,0,3,6000,24,,0,140,0.002207692014053464,0.002207692014053464,2770.71875,52.63761901855469,25.86014747619629,0.9976382889161127,24
29,0,3,7000,27,,0,140,0.00027896862593479455,0.00027896862593479455,958.2333374023438,30.955345153808594,14.504749298095703,0.9991318943330484,27
30,0,3,8000,25,,0,69,0.012576623819768429,0.012576102279126644,2205.060791015625,46.95807647705078,26.536460876464844,0.9979812470219556,25
31,0,3,9000,26,,0,140,0.001830180874094367,0.001830180874094367,1800.0545654296875,42.42705154418945,19.432621002197266,0.9983345622972312,26
32,0,3,10000,25,,0,140,0.00036241780617274344,0.00036241780617274344,1171.2271728515625,34.22319793701172,15.511078834533691,0.9989225109444407,25
33,1,1,0,21,,0,136,8.480968176627357e-07,1.1133763422321863e-07,1.0731099843978882,1.0359102487564087,0.5447309613227844,0.9999992095584154,21
34,1,1,1000,21,,0,115,0.01251847855746746,0.01251847855746746,5840.8427734375,76.42540740966797,42.44266891479492,0.995529597870115,21
35,1,1,2000,22,,0,84,0.001060467679053545,0.0010595346102491021,2682.875244140625,51.796478271484375,28.045351028442383,0.9978624945905273,22
36,1,1,3000,22,,0,132,0.0019088886911049485,0.0019088886911049485,4809.357421875,69.34953308105469,34.60950469970703,0.9962192517048667,22
37,1,1,4000,24,,0,86,0.000370768248103559,0.00037067520315758884,1400.7486572265625,37.426578521728516,19.401588439941406,0.9988338302350257,24
38,1,1,5000,23,,0,140,0.0034544160589575768,0.0034544160589575768,12029.697265625,109.67997741699219,49.55455017089844,0.9900352477890917,23
39,1,1,6000,24,,0,66,0.023070884868502617,0.023070156574249268,2328.3056640625,48.25252151489258,28.684165954589844,0.9980030206186175,24
40,1,1,7000,24,,0,140,0.002210464095696807,0.002210464095696807,5553.33154296875,74.52067565917969,30.374298095703125,0.9953031989347779,24
41,1,1,8000,24,,0,140,0.0021952197421342134,0.0021952197421342134,1909.6640625,43.699703216552734,24.9960880279541,0.9983533500934534,24
42,1,1,9000,25,,0,140,0.0005433593178167939,0.0005433593178167939,167.05599975585938,12.92501449584961,7.2662553787231445,0.9998524998656125,25
43,1,1,10000,27,,0,140,0.005635728593915701,0.005635728593915701,3651.76123046875,60.429805755615234,31.04790496826172,0.9967028587024314,27
44,1,2,0,25,,0,140,0.0008578310953453183,0.0008578310953453183,1168.6883544921875,34.18608474731445,16.683992385864258,0.9990375001518929,25
45,1,2,1000,27,,0,126,0.004314019810408354,0.0043139103800058365,833.0469970703125,28.862552642822266,17.588830947875977,0.9992795710361582,27
46,1,2,2000,22,,0,73,0.009176268242299557,0.009176268242299557,7512.29833984375,86.67351531982422,52.55282211303711,0.9940316562371463,22
47,1,2,3000,27,,0,119,0.009398490190505981,0.009397965855896473,3005.773193359375,54.82493209838867,31.255176544189453,0.9973652829319412,27
48,1,2,4000,28,,0,140,0.0018006108002737164,0.0018006108002737164,2107.97021484375,45.912635803222656,23.210988998413086,0.9980747998371675,28
49,1,2,5000,25,,0,140,0.0003291770408395678,0.0003291770408395678,521.528076171875,22.83698844909668,11.39555549621582,0.999557866674939,25
50,1,2,6000,23,,0,52,0.002448626095429063,0.0024479881394654512,5529.9736328125,74.3637924194336,36.52359390258789,0.9953245497181572,23
51,1,2,7000,25,,0,124,0.0016026205848902464,0.0016025806544348598,802.02294921875,28.320009231567383,16.056316375732422,0.999310268475646,25
52,1,2,8000,26,,0,139,0.003049747785553336,0.0030488392803817987,745.384521484375,27.30173110961914,13.456621170043945,0.9993274610964631,26
53,1,2,9000,26,,0,138,0.0007994978222995996,0.0007990660378709435,1160.6534423828125,34.068363189697266,18.518634796142578,0.9989632544965035,26
54,1,2,10000,27,,0,140,0.002377387834712863,0.002377387834712863,431.7394104003906,20.778339385986328,10.510032653808594,0.9996133923993774,27
55,1,3,0,21,,0,49,0.003575538983568549,0.003574629547074437,1303.0635986328125,36.09797286987305,17.164968490600586,0.9990136530281768,21
56,1,3,1000,26,,0,85,0.00966406986117363,0.009663879871368408,1530.880859375,39.12647247314453,19.407203674316406,0.9986950486654619,26
57,1,3,2000,25,,0,138,0.00035128032322973013,0.0003507753135636449,259.7294616699219,16.116125106811523,9.571085929870605,0.9997822265312586,25
58,1,3,3000,29,,0,140,0.0012005723547190428,0.0012005723547190428,928.0989990234375,30.464717864990234,13.722500801086426,0.9991391752213346,29
59,1,3,4000,28,,0,103,0.0037183272652328014,0.0037183272652328014,139.1923065185547,11.797979354858398,5.3917036056518555,0.999872980285772,28
60,1,3,5000,25,,0,140,0.0030589436646550894,0.0030589436646550894,5546.83203125,74.47705841064453,38.23106384277344,0.9953120970411887,25
61,1,3,6000,25,,0,140,0.005685378797352314,0.005685378797352314,4164.5263671875,64.53314208984375,25.528554916381836,0.9963257963748848,25
62,1,3,7000,25,,0,140,0.0008135253447107971,0.0008135253447107971,1838.3746337890625,42.87627029418945,20.665939331054688,0.9983695705989573,25
63,1,3,8000,26,,0,140,0.00044003163930028677,0.00044003163930028677,1199.382080078125,34.63209533691406,17.139543533325195,0.9989037426258097,26
64,1,3,9000,27,,0,138,0.0030343797989189625,0.0030338051728904247,2839.3896484375,53.28592300415039,23.56570053100586,0.9973436813448243,27
65,1,3,10000,30,,0,140,0.007447493728250265,0.007447493728250265,622.9996948242188,24.9599609375,11.311213493347168,0.9993703372276386,30
66,2,1,0,19,,0,73,0.0003011105000041425,0.0003004601167049259,1420.864990234375,37.69436264038086,23.836559295654297,0.9989463487909751,19
67,2,1,1000,23,,0,140,0.005796634126454592,0.005796634126454592,701.1203002929688,26.478675842285156,10.36129379272461,0.9994343819180327,23
68,2,1,2000,22,,0,105,0.0009642916265875101,0.0009635627502575517,794.6655883789062,28.1898136138916,17.83099365234375,0.999376441874402,22
69,2,1,3000,23,,0,102,0.002665118779987097,0.00266443588770926,8199.759765625,90.55252838134766,42.811859130859375,0.9930461351594,23
70,2,1,4000,26,,0,140,0.0009301970130763948,0.0009301970130763948,2944.505615234375,54.26329803466797,23.71599578857422,0.9974106923464492,26
71,2,1,5000,22,,0,140,0.008995573967695236,0.008995573967695236,1076.63330078125,32.81209182739258,15.428869247436523,0.9991082150279961,22
72,2,1,6000,22,,0,105,0.003602198325097561,0.003601424628868699,415.8433837890625,20.39223861694336,10.40902042388916,0.9996563249044185,22
73,2,1,7000,21,,0,140,0.0005828806315548718,0.0005828806315548718,3590.801025390625,59.92329406738281,27.7647647857666,0.9970462036025132,21
74,2,1,8000,24,,0,140,0.001753406599164009,0.001753406599164009,4296.77392578125,65.5497817993164,33.0542106628418,0.9962625998044199,24
75,2,1,9000,22,,0,84,0.0009070487576536834,0.0009067311766557395,2521.6103515625,50.21563720703125,27.400226593017578,0.9978718683133463,22
76,2,1,10000,24,,0,133,0.00041914774919860065,0.0004190770268905908,2036.8984375,45.13201141357422,24.908920288085938,0.9982318419523184,24
77,2,2,0,21,,0,128,0.0008373730815947056,0.000836934254039079,2039.1534423828125,45.156986236572266,24.495271682739258,0.9984601888269095,21
78,2,2,1000,23,,0,69,0.0011290308320894837,0.0011286939261481166,3044.676025390625,55.17858123779297,30.470373153686523,0.9975298769683028,23
79,2,2,2000,25,,0,59,0.0031436923891305923,0.0031436141580343246,715.9285888671875,26.7568416595459,13.1326904296875,0.9993965016190272,25
80,2,2,3000,23,,0,104,0.0015206561656668782,0.001520525198429823,2741.51416015625,52.35947036743164,24.592679977416992,0.9977106582494301,23
81,2,2,4000,23,,0,140,0.0036439409013837576,0.0036439409013837576,2044.1370849609375,45.212135314941406,20.93864631652832,0.998288907857552,23
82,2,2,5000,24,,0,50,0.0009520407184027135,0.0009510444360785186,855.3953247070312,29.247142791748047,14.040637969970703,0.9992684640417003,24
83,2,2,6000,25,,0,140,0.00031503199716098607,0.00031503199716098607,680.093017578125,26.07859230041504,11.811501502990723,0.9993998381356268,25
84,2,2,7000,23,,0,70,0.006697825156152248,0.006697633769363165,4109.787109375,64.10762023925781,28.72544288635254,0.9965324908628732,23
85,2,2,8000,26,,0,140,0.005760848522186279,0.005760848522186279,320.8154296875,17.91132164001465,9.73887825012207,0.9997091995267123,26
86,2,2,9000,23,,0,103,0.0003464258334133774,0.00034609748399816453,505.9237976074219,22.49275016784668,10.296004295349121,0.9995635538128597,23
87,2,2,10000,24,,0,140,0.000206012322450988,0.000206012322450988,730.3611450195312,27.02519416809082,11.33971118927002,0.9993601237001101,24
88,2,3,0,21,,0,136,0.004570555407553911,0.00456999521702528,3027.22265625,55.02020263671875,22.297502517700195,0.9976658827411399,21
89,2,3,1000,25,,0,140,0.007199378218501806,0.007199378218501806,10711.736328125,103.49752044677734,52.3682746887207,0.9910072308901102,25
90,2,3,2000,24,,0,67,0.002273379825055599,0.002273379825055599,1649.3677978515625,40.61240768432617,19.162927627563477,0.9986212145489155,24
91,2,3,3000,22,,0,83,0.0004218260874040425,0.0004209950566291809,370.4115905761719,19.24608039855957,10.628419876098633,0.9996994500013849,22
92,2,3,4000,25,,0,140,0.0019260889384895563,0.0019260889384895563,433.93609619140625,20.831132888793945,9.92177677154541,0.999616156096867,25
93,2,3,5000,26,,0,140,0.00045759713975712657,0.00045759713975712657,2066.62255859375,45.460121154785156,22.650089263916016,0.9981280668915311,26
94,2,3,6000,24,,0,94,0.0032961724791675806,0.0032953284680843353,5648.68212890625,75.15771484375,42.25931167602539,0.995073673573745,24
95,2,3,7000,25,,0,140,0.00028662531985901296,0.00028662531985901296,880.702392578125,29.6766300201416,13.031401634216309,0.9992083088190465,25
96,2,3,8000,26,,0,140,0.0009505893685854971,0.0009505893685854971,2183.973876953125,46.73300552368164,20.752674102783203,0.9980082534927166,26
97,2,3,9000,25,,0,140,0.0009486809140071273,0.0009486809140071273,2023.28955078125,44.98099136352539,19.609148025512695,0.9981348900667399,25
98,2,3,10000,25,,0,96,0.0011340952478349209,0.0011340172495692968,942.397705078125,30.698495864868164,15.462638854980469,0.999143627108051,25
99,3,1,0,21,,0,83,0.0006889027426950634,0.0006888355710543692,4948.72998046875,70.34721374511719,34.99998092651367,0.99615964572114,21
100,3,1,1000,21,,0,139,0.0007064850069582462,0.0007057525217533112,788.567138671875,28.081438064575195,15.40009880065918,0.9993798989562236,21
101,3,1,2000,24,,0,51,0.005394977983087301,0.0053945668041706085,3360.65234375,57.971134185791016,28.94376564025879,0.9971938764443604,24
102,3,1,3000,24,,0,77,0.0003099513123743236,0.00030903881997801363,2082.378173828125,45.63308334350586,17.720945358276367,0.998233449690681,24
103,3,1,4000,25,,0,140,0.004154404625296593,0.004154404625296593,4661.51513671875,68.2752914428711,36.379974365234375,0.9958557165680302,25
104,3,1,5000,20,,0,36,0.012703853659331799,0.012703679502010345,2555.827392578125,50.55519104003906,32.924766540527344,0.9979244159498535,20
105,3,1,6000,24,,0,58,0.003670435631647706,0.0036699194461107254,5920.16455078125,76.9426040649414,38.8071403503418,0.9949787286038735,24
106,3,1,7000,23,,0,91,0.009271633811295033,0.009271541610360146,2509.5869140625,50.09577560424805,25.86235809326172,0.9978114173838023,23
107,3,1,8000,22,,0,140,0.002518588909879327,0.002518588909879327,6375.67919921875,79.84784698486328,47.11392593383789,0.9946967237735689,22
108,3,1,9000,21,,0,140,0.0008351770811714232,0.0008351770811714232,2582.253662109375,50.815879821777344,29.318830490112305,0.997806945538359,21
109,3,1,10000,24,,0,126,0.0009405268938280642,0.0009403227013535798,4214.36376953125,64.91812896728516,32.98374557495117,0.9963042702136491,24
110,3,2,0,26,,0,140,0.0008212626562453806,0.0008212626562453806,845.0894775390625,29.070423126220703,13.1641845703125,0.9992499594378975,26
111,3,2,1000,27,,0,140,0.001796532655134797,0.001796532655134797,905.6402587890625,30.093856811523438,13.477876663208008,0.9991981247756062,27
112,3,2,2000,25,,0,85,0.0033003664575517178,0.0033003664575517178,1096.8104248046875,33.11812973022461,18.677051544189453,0.9990533938215395,25
113,3,2,3000,25,,0,133,0.008834258653223515,0.008833955973386765,1239.2164306640625,35.20250701904297,16.450119018554688,0.998905851811101,25
114,3,2,4000,24,,0,127,0.0006896746344864368,0.0006888185744173825,1103.0579833984375,33.212318420410156,15.09054183959961,0.9990540743926795,24
115,3,2,5000,24,,0,92,0.0008597341366112232,0.0008594972896389663,781.14794921875,27.949024200439453,16.639671325683594,0.9993232395948952,24
116,3,2,6000,23,,0,123,0.0006821996066719294,0.0006813476793467999,1582.6387939453125,39.78239440917969,19.265443801879883,0.9986443656738442,23
117,3,2,7000,23,,0,138,0.0005875811912119389,0.0005875287461094558,3394.3193359375,58.26078796386719,28.344799041748047,0.9970821314186951,23
118,3,2,8000,22,,0,140,0.000214428742765449,0.000214428742765449,1655.8641357421875,40.69231033325195,18.556814193725586,0.9986000132263716,22
119,3,2,9000,24,,0,140,0.0007183353882282972,0.0007183353882282972,2810.980712890625,53.01868438720703,24.03200340270996,0.9975168583030786,24
120,3,2,10000,25,,0,140,0.0003430984797887504,0.0003430984797887504,1503.3470458984375,38.77301788330078,14.994739532470703,0.9986423662082666,25
121,3,3,0,26,,0,140,0.0069657894782722,0.0069657894782722,1626.2174072265625,40.326385498046875,18.108800888061523,0.9985642505794919,26
122,3,3,1000,26,,0,140,0.003687448799610138,0.003687448799610138,2512.92578125,50.12908935546875,23.149051666259766,0.9977965869265116,26
123,3,3,2000,26,,0,105,0.0074904682114720345,0.007489524781703949,904.2313232421875,30.0704402923584,15.378934860229492,0.9991975802557398,26
124,3,3,3000,25,,0,140,0.005329306237399578,0.005329306237399578,15.813623428344727,3.9766347408294678,2.4629743099212646,0.9999859258017999,25
125,3,3,4000,27,,0,92,0.0004145393904764205,0.0004138452641200274,473.7705078125,21.76626968383789,10.726424217224121,0.9995618413032145,27
126,3,3,5000,22,,0,131,0.004691908601671457,0.004691750276833773,6109.486328125,78.16320037841797,44.52334976196289,0.9947698691215636,22
127,3,3,6000,25,,0,140,0.018127866089344025,0.018127866089344025,3273.716796875,57.21640396118164,27.93505096435547,0.9970209243206978,25
128,3,3,7000,23,,0,124,0.0016173000913113356,0.001617284375242889,2332.670654296875,48.2977294921875,25.900415420532227,0.9979531626828647,23
129,3,3,8000,24,,0,140,0.00037440727464854717,0.00037440727464854717,1134.85986328125,33.687679290771484,16.692129135131836,0.9990094478178422,24
130,3,3,9000,24,,0,112,0.004269532393664122,0.004268727730959654,1988.6497802734375,44.59428024291992,25.2082462310791,0.9981672963327862,24
131,3,3,10000,25,,0,140,0.0019521177746355534,0.0019521177746355534,556.3753662109375,23.587610244750977,13.279114723205566,0.9994860212121199,25
132,4,1,0,19,,0,65,0.0005932719795964658,0.0005931099876761436,962.8611450195312,31.030004501342773,17.87559700012207,0.9993190832089034,19
133,4,1,1000,22,,0,65,0.002305466216057539,0.0023045234847813845,865.1550903320312,29.41351890563965,15.980489730834961,0.9993387508302783,22
134,4,1,2000,21,,0,81,0.0007567167049273849,0.00075596320675686,2255.606689453125,47.493228912353516,23.65891456604004,0.9982953186254634,21
135,4,1,3000,23,,0,121,0.00041176803642883897,0.0004116835189051926,2003.8656005859375,44.764556884765625,19.38365936279297,0.998395180219305,23
136,4,1,4000,22,,0,89,0.0016174097545444965,0.0016165233682841063,18.274784088134766,4.274901866912842,2.373570442199707,0.9999852729889778,22
137,4,1,5000,22,,0,140,0.0016651391051709652,0.0016651391051709652,3286.08447265625,57.324378967285156,29.604097366333008,0.9973092316718138,22
138,4,1,6000,23,,0,69,0.0034298431128263474,0.0034289394970983267,5538.00146484375,74.4177474975586,37.53630447387695,0.9953827875402186,23
139,4,1,7000,25,,0,121,0.001734336488880217,0.0017342140199616551,1210.407470703125,34.79091262817383,14.739285469055176,0.9989455152009491,25
140,4,1,8000,23,,0,140,0.0012574881548061967,0.0012574881548061967,6811.955078125,82.5345687866211,44.818626403808594,0.9944209480376159,23
141,4,1,9000,23,,0,135,3.410907254419726e-07,1.1274413935780103e-07,0.8983216285705566,0.9477983117103577,0.4562876224517822,0.9999992521334544,23
142,4,1,10000,23,,0,87,0.0004594398196786642,0.0004588416195474565,1262.7454833984375,35.53512954711914,17.013477325439453,0.9989616830297169,23
143,4,2,0,24,,0,139,0.0006396117969416082,0.0006393194780685008,1780.0087890625,42.19015121459961,22.843971252441406,0.9985673219813596,24
144,4,2,1000,25,,0,123,0.001117562991566956,0.0011173106031492352,1871.12548828125,43.256507873535156,20.40938377380371,0.9984923217947942,25
145,4,2,2000,21,,0,92,0.00047531494055874646,0.00047531494055874646,1968.6002197265625,44.36891174316406,26.290414810180664,0.9985099429686343,21
146,4,2,3000,27,,0,140,0.002072240924462676,0.002072240924462676,1366.781982421875,36.97001647949219,18.02762794494629,0.9988389719826182,27
147,4,2,4000,23,,0,124,0.0004162724071647972,0.00041536689968779683,797.1480712890625,28.233810424804688,13.815382957458496,0.9993721626244019,23
148,4,2,5000,23,,0,140,0.004551970865577459,0.004551970865577459,419.2889709472656,20.476547241210938,11.616881370544434,0.9996642443708161,23
149,4,2,6000,23,,0,140,0.0007508373819291592,0.0007508373819291592,2362.06982421875,48.601131439208984,23.872852325439453,0.998069186387135,23
150,4,2,7000,25,,0,140,0.008109549060463905,0.008109549060463905,9409.2216796875,97.00114440917969,43.01787567138672,0.9920034169966816,25
151,4,2,8000,26,,0,140,0.0014277453301474452,0.0014277453301474452,728.0176391601562,26.981801986694336,14.993223190307617,0.9993699772233811,26
152,4,2,9000,24,,0,31,0.0265391543507576,0.0265391543507576,10656.36328125,103.22966003417969,51.46617126464844,0.9908157991186226,24
153,4,2,10000,23,,0,98,0.010422954335808754,0.010422790423035622,1381.061279296875,37.16263198852539,20.79298973083496,0.9988459760812116,23
154,4,3,0,24,,0,137,0.0013080978533253074,0.0013076263712719083,143.68536376953125,11.986883163452148,6.298868656158447,0.9998848521150592,24
155,4,3,1000,23,,0,140,0.0026610984932631254,0.0026610984932631254,1809.9031982421875,42.5429573059082,24.069896697998047,0.998571971694855,23
156,4,3,2000,24,,0,29,0.013751436956226826,0.013750608079135418,6896.93310546875,83.04777526855469,34.97030258178711,0.99450191005359,24
157,4,3,3000,26,,0,140,0.0008222594042308629,0.0008222594042308629,3072.043212890625,55.4260139465332,27.431114196777344,0.9973220249601051,26
158,4,3,4000,23,,0,106,0.0019949038978666067,0.001994403777644038,445.38031005859375,21.104036331176758,12.145196914672852,0.9996369915836062,23
159,4,3,5000,24,,0,140,4.1930554289137945e-05,4.1930554289137945e-05,161.31057739257812,12.700810432434082,4.7750468254089355,0.9998650464280889,24
160,4,3,6000,24,,0,140,0.001843119040131569,0.001843119040131569,3029.34765625,55.03950881958008,26.1729679107666,0.9973944199616795,24
161,4,3,7000,26,,0,140,0.0023472649045288563,0.0023472649045288563,138.36849975585938,11.76301383972168,5.497285842895508,0.9998776875581008,26
162,4,3,8000,27,,0,140,0.002442312426865101,0.002442312426865101,1604.8057861328125,40.060028076171875,21.564455032348633,0.9985334316513637,27
163,4,3,9000,22,,0,139,0.0005250832182355225,0.0005249217501841486,1234.701416015625,35.1383171081543,17.579940795898438,0.9989628456862866,22
