task_id,WL,Retention,PEC,num_points
0,0,4,0,21
1,0,4,1000,24
2,0,4,2000,23
3,0,4,3000,28
4,0,4,4000,24
5,0,4,5000,26
6,0,4,6000,25
7,0,4,7000,26
8,0,4,8000,24
9,0,4,9000,24
10,0,4,10000,24
11,0,5,0,22
12,0,5,1000,25
13,0,5,2000,25
14,0,5,3000,27
15,0,5,4000,26
16,0,5,5000,25
17,0,5,6000,27
18,0,5,7000,26
19,0,5,8000,25
20,0,5,9000,28
21,0,5,10000,25
22,0,6,0,20
23,0,6,1000,24
24,0,6,2000,24
25,0,6,3000,23
26,0,6,4000,22
27,0,6,5000,23
28,0,6,6000,24
29,0,6,7000,23
30,0,6,8000,23
31,0,6,9000,25
32,0,6,10000,22
33,1,4,0,20
34,1,4,1000,24
35,1,4,2000,25
36,1,4,3000,28
37,1,4,4000,27
38,1,4,5000,25
39,1,4,6000,25
40,1,4,7000,23
41,1,4,8000,25
42,1,4,9000,26
43,1,4,10000,29
44,1,5,0,23
45,1,5,1000,27
46,1,5,2000,29
47,1,5,3000,29
48,1,5,4000,27
49,1,5,5000,27
50,1,5,6000,27
51,1,5,7000,25
52,1,5,8000,28
53,1,5,9000,29
54,1,5,10000,31
55,1,6,0,21
56,1,6,1000,25
57,1,6,2000,22
58,1,6,3000,25
59,1,6,4000,25
60,1,6,5000,23
61,1,6,6000,22
62,1,6,7000,23
63,1,6,8000,24
64,1,6,9000,25
65,1,6,10000,25
66,2,4,0,21
67,2,4,1000,23
68,2,4,2000,24
69,2,4,3000,23
70,2,4,4000,23
71,2,4,5000,26
72,2,4,6000,25
73,2,4,7000,25
74,2,4,8000,25
75,2,4,9000,25
76,2,4,10000,25
77,2,5,0,21
78,2,5,1000,26
79,2,5,2000,25
80,2,5,3000,24
81,2,5,4000,27
82,2,5,5000,26
83,2,5,6000,27
84,2,5,7000,26
85,2,5,8000,27
86,2,5,9000,27
87,2,5,10000,27
88,2,6,0,21
89,2,6,1000,24
90,2,6,2000,23
91,2,6,3000,24
92,2,6,4000,22
93,2,6,5000,24
94,2,6,6000,21
95,2,6,7000,22
96,2,6,8000,23
97,2,6,9000,23
98,2,6,10000,22
99,3,4,0,24
100,3,4,1000,25
101,3,4,2000,27
102,3,4,3000,27
103,3,4,4000,27
104,3,4,5000,22
105,3,4,6000,25
106,3,4,7000,25
107,3,4,8000,23
108,3,4,9000,26
109,3,4,10000,25
110,3,5,0,24
111,3,5,1000,26
112,3,5,2000,26
113,3,5,3000,28
114,3,5,4000,26
115,3,5,5000,24
116,3,5,6000,27
117,3,5,7000,25
118,3,5,8000,26
119,3,5,9000,26
120,3,5,10000,27
121,3,6,0,24
122,3,6,1000,24
123,3,6,2000,24
124,3,6,3000,25
125,3,6,4000,24
126,3,6,5000,22
127,3,6,6000,24
128,3,6,7000,23
129,3,6,8000,22
130,3,6,9000,23
131,3,6,10000,24
132,4,4,0,20
133,4,4,1000,24
134,4,4,2000,23
135,4,4,3000,25
136,4,4,4000,23
137,4,4,5000,25
138,4,4,6000,25
139,4,4,7000,24
140,4,4,8000,24
141,4,4,9000,22
142,4,4,10000,26
143,4,5,0,21
144,4,5,1000,23
145,4,5,2000,23
146,4,5,3000,26
147,4,5,4000,25
148,4,5,5000,25
149,4,5,6000,22
150,4,5,7000,27
151,4,5,8000,29
152,4,5,9000,29
153,4,5,10000,27
154,4,6,0,20
155,4,6,1000,22
156,4,6,2000,22
157,4,6,3000,23
158,4,6,4000,22
159,4,6,5000,23
160,4,6,6000,23
161,4,6,7000,24
162,4,6,8000,25
163,4,6,9000,22
164,4,6,10000,23
165,5,4,0,24
166,5,4,1000,26
167,5,4,2000,22
168,5,4,3000,25
169,5,4,4000,23
170,5,4,5000,26
171,5,4,6000,26
172,5,4,7000,24
173,5,4,8000,27
174,5,4,9000,23
175,5,4,10000,27
176,5,5,0,24
177,5,5,1000,25
178,5,5,2000,24
179,5,5,3000,23
180,5,5,4000,23
181,5,5,5000,25
182,5,5,6000,29
183,5,5,7000,26
184,5,5,8000,28
185,5,5,9000,27
186,5,5,10000,27
187,5,6,0,25
188,5,6,1000,23
189,5,6,2000,21
190,5,6,3000,23
191,5,6,4000,23
192,5,6,5000,26
193,5,6,6000,25
194,5,6,7000,23
195,5,6,8000,24
196,5,6,9000,23
197,5,6,10000,23
198,6,4,0,21
199,6,4,1000,26
200,6,4,2000,27
201,6,4,3000,23
202,6,4,4000,22
203,6,4,5000,22
204,6,4,6000,24
205,6,4,7000,25
206,6,4,8000,24
207,6,4,9000,26
208,6,4,10000,25
209,6,5,0,23
210,6,5,1000,26
211,6,5,2000,25
212,6,5,3000,25
213,6,5,4000,25
214,6,5,5000,24
215,6,5,6000,26
216,6,5,7000,26
217,6,5,8000,26
218,6,5,9000,27
219,6,5,10000,27
220,6,6,0,23
221,6,6,1000,24
222,6,6,2000,24
223,6,6,3000,22
224,6,6,4000,22
225,6,6,5000,22
226,6,6,6000,23
227,6,6,7000,23
228,6,6,8000,23
229,6,6,9000,27
230,6,6,10000,24
231,7,4,0,27
232,7,4,1000,25
233,7,4,2000,23
234,7,4,3000,24
235,7,4,4000,24
236,7,4,5000,24
237,7,4,6000,25
238,7,4,7000,26
239,7,4,8000,25
240,7,4,9000,27
241,7,4,10000,25
242,7,5,0,27
243,7,5,1000,25
244,7,5,2000,24
245,7,5,3000,26
246,7,5,4000,24
247,7,5,5000,24
248,7,5,6000,27
249,7,5,7000,28
250,7,5,8000,26
251,7,5,9000,28
252,7,5,10000,27
253,7,6,0,25
254,7,6,1000,25
255,7,6,2000,22
256,7,6,3000,22
257,7,6,4000,23
258,7,6,5000,23
259,7,6,6000,22
260,7,6,7000,25
261,7,6,8000,22
262,7,6,9000,24
263,7,6,10000,24
264,8,4,0,22
265,8,4,1000,21
266,8,4,2000,24
267,8,4,3000,26
268,8,4,4000,24
269,8,4,5000,23
270,8,4,6000,24
271,8,4,7000,23
272,8,4,8000,23
273,8,4,9000,26
274,8,4,10000,26
275,8,5,0,23
276,8,5,1000,26
277,8,5,2000,24
278,8,5,3000,28
279,8,5,4000,24
280,8,5,5000,27
281,8,5,6000,26
282,8,5,7000,24
283,8,5,8000,25
284,8,5,9000,28
285,8,5,10000,27
286,8,6,0,21
287,8,6,1000,21
288,8,6,2000,24
289,8,6,3000,23
290,8,6,4000,22
291,8,6,5000,23
292,8,6,6000,23
293,8,6,7000,23
294,8,6,8000,23
295,8,6,9000,23
296,8,6,10000,24
297,9,4,0,23
298,9,4,1000,23
299,9,4,2000,26
300,9,4,3000,29
301,9,4,4000,25
302,9,4,5000,26
303,9,4,6000,25
304,9,4,7000,29
305,9,4,8000,25
306,9,4,9000,25
307,9,4,10000,27
308,9,5,0,23
309,9,5,1000,24
310,9,5,2000,24
311,9,5,3000,27
312,9,5,4000,26
313,9,5,5000,25
314,9,5,6000,27
315,9,5,7000,31
316,9,5,8000,27
317,9,5,9000,28
318,9,5,10000,27
319,9,6,0,21
320,9,6,1000,22
321,9,6,2000,24
322,9,6,3000,27
323,9,6,4000,22
324,9,6,5000,23
325,9,6,6000,22
326,9,6,7000,26
327,9,6,8000,24
328,9,6,9000,25
329,9,6,10000,26
330,10,4,0,23
331,10,4,1000,25
332,10,4,2000,24
333,10,4,3000,26
334,10,4,4000,22
335,10,4,5000,25
336,10,4,6000,23
337,10,4,7000,26
338,10,4,8000,25
339,10,4,9000,26
340,10,4,10000,26
341,10,5,0,21
342,10,5,1000,26
343,10,5,2000,23
344,10,5,3000,26
345,10,5,4000,24
346,10,5,5000,24
347,10,5,6000,24
348,10,5,7000,26
349,10,5,8000,27
350,10,5,9000,29
351,10,5,10000,28
352,10,6,0,20
353,10,6,1000,24
354,10,6,2000,23
355,10,6,3000,25
356,10,6,4000,23
357,10,6,5000,23
358,10,6,6000,22
359,10,6,7000,24
360,10,6,8000,23
361,10,6,9000,23
362,10,6,10000,24
363,11,4,0,24
364,11,4,1000,21
365,11,4,2000,25
366,11,4,3000,29
367,11,4,4000,23
368,11,4,5000,24
369,11,4,6000,23
370,11,4,7000,25
371,11,4,8000,26
372,11,4,9000,22
373,11,4,10000,27
374,11,5,0,25
375,11,5,1000,21
376,11,5,2000,26
377,11,5,3000,28
378,11,5,4000,25
379,11,5,5000,25
380,11,5,6000,25
381,11,5,7000,27
382,11,5,8000,28
383,11,5,9000,26
384,11,5,10000,27
385,11,6,0,22
386,11,6,1000,21
387,11,6,2000,24
388,11,6,3000,25
389,11,6,4000,22
390,11,6,5000,22
391,11,6,6000,22
392,11,6,7000,25
393,11,6,8000,26
394,11,6,9000,22
395,11,6,10000,24
396,12,4,0,23
397,12,4,1000,26
398,12,4,2000,25
399,12,4,3000,26
400,12,4,4000,29
401,12,4,5000,26
402,12,4,6000,24
403,12,4,7000,26
404,12,4,8000,24
405,12,4,9000,27
406,12,4,10000,26
407,12,5,0,25
408,12,5,1000,25
409,12,5,2000,26
410,12,5,3000,27
411,12,5,4000,29
412,12,5,5000,26
413,12,5,6000,25
414,12,5,7000,28
415,12,5,8000,26
416,12,5,9000,28
417,12,5,10000,27
418,12,6,0,22
419,12,6,1000,23
420,12,6,2000,25
421,12,6,3000,26
422,12,6,4000,26
423,12,6,5000,24
424,12,6,6000,25
