task_id,WL,Retention,PEC,num_points,init_mode,seed_offset,best_epoch,best_monitor_loss,final_train_loss,train_mse,train_rmse,train_mae,train_r2,train_points,val_mse,val_rmse,val_mae,val_r2,val_points,test_mse,test_rmse,test_mae,test_r2,test_points
33,1,4,0,19,scratch,1,17,0.007668802980333567,0.000793880841229111,2836.4736328125,53.2585563659668,36.44371032714844,0.998128864813804,11,19979.18359375,141.3477325439453,99.66224670410156,0.9832694427624883,4,4040.52587890625,63.56513214111328,46.25086975097656,0.9934787440609497,4
34,1,4,1000,19,scratch,1,39,0.0010797531576827168,0.00042882977868430316,1457.635009765625,38.178985595703125,27.77515983581543,0.9989403308009573,11,1068.947509765625,32.69476318359375,23.951547622680664,0.9991414980880298,4,1001.6389770507812,31.648679733276367,21.751728057861328,0.9983202039737191,4
107,3,4,8000,22,generated,0,21,0.01567000336945057,0.011250442825257778,8221.1533203125,90.67057800292969,61.46110916137695,0.9937276684479708,14,18534.3828125,136.1410369873047,90.09724426269531,0.9821610880240126,4,17145.0390625,130.93907165527344,91.52824401855469,0.9588869774101314,4
117,3,5,7000,23,scratch,1,42,0.032373398542404175,0.0004796362773049623,5227.150390625,72.29903411865234,40.34339904785156,0.9955602482086716,13,21546.64453125,146.78775024414062,93.73918151855469,0.9736296504184604,5,28999.181640625,170.2914581298828,112.98451232910156,0.9706471575613755,5
166,5,4,1000,21,generated,0,44,0.002372944727540016,0.0033277408219873905,6415.2001953125,80.0949478149414,49.522029876708984,0.99494476711706,13,3865.34033203125,62.17185974121094,44.36934280395508,0.9973756068914283,4,11000.849609375,104.88493347167969,60.21251678466797,0.9873591723729174,4
279,8,5,4000,20,generated,0,9,0.04049629345536232,0.0009170002304017544,15929.4189453125,126.21179962158203,85.09928131103516,0.988539794218397,12,33483.6796875,182.98545837402344,94.9693832397461,0.9140451702704329,4,37508.37890625,193.67080688476562,98.08365631103516,0.9566059936920648,4
281,8,5,6000,23,scratch,1,13,0.035926781594753265,0.002123818267136812,1379.685546875,37.14411926269531,22.718189239501953,0.9987436226070863,13,13554.3876953125,116.42330932617188,79.72846984863281,0.9828130120042324,5,5249.9443359375,72.45649719238281,51.30669021606445,0.9950790468736451,5
363,11,4,0,21,scratch,1,11,0.02712198719382286,0.0025082933716475964,2005678.25,1416.2197265625,750.8021850585938,-0.6056401185689051,13,315120.15625,561.3556518554688,321.2834777832031,0.8106543738297178,4,21668.16796875,147.20111083984375,99.29649353027344,0.9775802897777404,4
389,11,6,4000,20,generated,0,21,0.005559674929827452,0.0035574890207499266,3686.1484375,60.713661193847656,38.36029815673828,0.9975306927935091,12,861.534912109375,29.35191535949707,20.36971664428711,0.9977813831670517,4,4298.63427734375,65.56397247314453,47.571022033691406,0.995129017664131,4
423,12,6,5000,21,scratch,1,13,0.020546775311231613,0.00327469315379858,22029.35546875,148.4228973388672,94.37574005126953,0.9822665931565876,13,75350.4921875,274.50042724609375,194.30421447753906,0.9390245255525473,4,38509.90625,196.23941040039062,139.72930908203125,0.9403038666009595,4
