task_id,WL,Retention,PEC,num_points
0,0,4,0,25
1,0,4,1000,27
2,0,4,2000,27
3,0,4,3000,25
4,0,4,4000,28
5,0,4,5000,27
6,0,4,6000,26
7,0,4,7000,29
8,0,4,8000,29
9,0,4,9000,27
10,0,4,10000,28
11,0,5,0,29
12,0,5,1000,25
13,0,5,2000,29
14,0,5,3000,28
15,0,5,4000,29
16,0,5,5000,28
17,0,5,6000,29
18,0,5,7000,32
19,0,5,8000,29
20,0,5,9000,34
21,0,5,10000,30
22,0,6,0,24
23,0,6,1000,23
24,0,6,2000,26
25,0,6,3000,22
26,0,6,4000,27
27,0,6,5000,26
28,0,6,6000,24
29,0,6,7000,27
30,0,6,8000,27
31,0,6,9000,25
32,0,6,10000,26
33,1,4,0,25
34,1,4,1000,26
35,1,4,2000,25
36,1,4,3000,28
37,1,4,4000,28
38,1,4,5000,25
39,1,4,6000,30
40,1,4,7000,31
41,1,4,8000,29
42,1,4,9000,28
43,1,4,10000,27
44,1,5,0,25
45,1,5,1000,24
46,1,5,2000,25
47,1,5,3000,29
48,1,5,4000,28
49,1,5,5000,29
50,1,5,6000,31
51,1,5,7000,32
52,1,5,8000,30
53,1,5,9000,31
54,1,5,10000,30
55,1,6,0,25
56,1,6,1000,23
57,1,6,2000,23
58,1,6,3000,24
59,1,6,4000,22
60,1,6,5000,23
61,1,6,6000,26
62,1,6,7000,26
63,1,6,8000,26
64,1,6,9000,24
65,1,6,10000,26
66,2,4,0,24
67,2,4,1000,26
68,2,4,2000,25
69,2,4,3000,26
70,2,4,4000,24
71,2,4,5000,28
72,2,4,6000,25
73,2,4,7000,28
74,2,4,8000,26
75,2,4,9000,27
76,2,4,10000,31
77,2,5,0,24
78,2,5,1000,28
79,2,5,2000,28
80,2,5,3000,27
81,2,5,4000,27
82,2,5,5000,28
83,2,5,6000,30
84,2,5,7000,30
85,2,5,8000,31
86,2,5,9000,32
87,2,5,10000,31
88,2,6,0,23
89,2,6,1000,24
90,2,6,2000,23
91,2,6,3000,24
92,2,6,4000,23
93,2,6,5000,25
94,2,6,6000,22
95,2,6,7000,25
96,2,6,8000,25
97,2,6,9000,24
98,2,6,10000,29
99,3,4,0,23
100,3,4,1000,24
101,3,4,2000,26
102,3,4,3000,25
103,3,4,4000,29
104,3,4,5000,27
105,3,4,6000,28
106,3,4,7000,27
107,3,4,8000,30
108,3,4,9000,28
109,3,4,10000,28
110,3,5,0,25
111,3,5,1000,27
112,3,5,2000,27
113,3,5,3000,28
114,3,5,4000,31
115,3,5,5000,28
116,3,5,6000,29
117,3,5,7000,32
118,3,5,8000,32
119,3,5,9000,31
120,3,5,10000,30
121,3,6,0,22
122,3,6,1000,22
123,3,6,2000,24
124,3,6,3000,25
125,3,6,4000,26
126,3,6,5000,23
127,3,6,6000,28
128,3,6,7000,26
129,3,6,8000,26
130,3,6,9000,26
131,3,6,10000,27
132,4,4,0,25
133,4,4,1000,25
134,4,4,2000,24
135,4,4,3000,26
136,4,4,4000,28
137,4,4,5000,25
138,4,4,6000,32
139,4,4,7000,27
140,4,4,8000,27
141,4,4,9000,27
142,4,4,10000,27
143,4,5,0,25
144,4,5,1000,24
145,4,5,2000,26
146,4,5,3000,25
147,4,5,4000,29
148,4,5,5000,27
149,4,5,6000,34
150,4,5,7000,30
151,4,5,8000,31
152,4,5,9000,31
153,4,5,10000,32
154,4,6,0,23
155,4,6,1000,22
156,4,6,2000,21
157,4,6,3000,23
158,4,6,4000,28
159,4,6,5000,23
160,4,6,6000,28
161,4,6,7000,26
162,4,6,8000,26
163,4,6,9000,26
164,4,6,10000,28
165,5,4,0,25
166,5,4,1000,25
167,5,4,2000,25
168,5,4,3000,25
169,5,4,4000,25
170,5,4,5000,26
171,5,4,6000,29
172,5,4,7000,28
173,5,4,8000,27
174,5,4,9000,29
175,5,4,10000,27
176,5,5,0,25
177,5,5,1000,26
178,5,5,2000,25
179,5,5,3000,28
180,5,5,4000,28
181,5,5,5000,26
182,5,5,6000,31
183,5,5,7000,30
184,5,5,8000,31
185,5,5,9000,32
186,5,5,10000,31
187,5,6,0,25
188,5,6,1000,25
189,5,6,2000,23
190,5,6,3000,23
191,5,6,4000,25
192,5,6,5000,26
193,5,6,6000,25
194,5,6,7000,28
195,5,6,8000,25
196,5,6,9000,28
197,5,6,10000,26
198,6,4,0,24
199,6,4,1000,24
